Epoch,Train_Loss,Train_ACC,Train_ASR,Train_R-ACC,Test_Loss_cl,Test_ACC,Test_Loss_bd,Test_ASR,Test_R-ACC
0,1.6273555066579444,40.42599868774414,37.31111145019531,39.56599807739258,1.3458388943067738,52.93333435058594,0.02191585286612242,99.63333129882812,0.3444444537162781
1,1.2115326264630193,56.98999786376953,58.0,54.06599807739258,1.1204289491747466,61.21111297607422,4.063048728262586e-07,100.0,0.0
2,1.0217197923099293,64.4000015258789,58.866668701171875,61.56399917602539,0.9236668768063397,68.22222137451172,1.3117218578934187e-11,100.0,0.0
3,0.9111161180164503,68.48600006103516,60.55555725097656,65.60199737548828,0.9230536373568253,69.13333129882812,0.0,100.0,0.0
4,0.8326455985798555,71.69999694824219,60.28889083862305,68.88600158691406,0.7636665038659539,74.18888854980469,0.0,100.0,0.0
5,0.7736218306414612,73.83200073242188,59.13333511352539,71.28199768066406,0.6850710867995947,77.33333587646484,0.0,100.0,0.0
6,0.7246853659677384,75.57599639892578,60.266666412353516,72.9679946899414,0.6935993638676656,76.71111297607422,0.0,100.0,0.0
7,0.6888905413772749,76.89599609375,60.0444450378418,74.36799621582031,0.737201385934588,76.06666564941406,0.0,100.0,0.0
8,0.6575684536753408,77.97200012207031,59.755558013916016,75.4939956665039,0.6384691906646943,79.62222290039062,0.0,100.0,0.0
9,0.6277480474518388,79.08200073242188,61.17778015136719,76.4020004272461,0.5986267706038246,80.22222137451172,0.0,100.0,0.0
10,0.6057067886185463,79.71199798583984,59.866668701171875,77.24800109863281,0.6206082076254026,79.47777557373047,0.0,100.0,0.0
11,0.5788690835008841,80.69599914550781,60.71111297607422,78.15399932861328,0.6008496490162862,80.53333282470703,0.0,100.0,0.0
12,0.5618591794120077,81.24199676513672,59.66666793823242,78.88199615478516,0.5544836642876477,82.0888900756836,0.0,100.0,0.0
13,0.5399824763502916,82.11399841308594,60.844444274902344,79.54399871826172,0.5594027713990547,82.26667022705078,0.0,100.0,0.0
14,0.5256708698047091,82.68199920654297,60.0,80.30199432373047,0.5777003299182569,81.16666412353516,0.0,100.0,0.0
15,0.5143810173739558,82.94999694824219,59.622222900390625,80.63600158691406,0.5869835203802082,81.35555267333984,0.0,100.0,0.0
16,0.4860975992344225,83.92599487304688,61.866668701171875,81.23199462890625,0.5520958371565375,82.16666412353516,1.3117218578934187e-11,100.0,0.0
17,0.47687058909164975,84.3499984741211,61.4444465637207,81.78599548339844,0.5430460803105798,82.14444732666016,1.3117218578934187e-11,100.0,0.0
18,0.46983842563141337,84.54000091552734,60.06666564941406,82.15599822998047,0.5544460890158801,82.63333129882812,0.0,100.0,0.0
19,0.4560910759831938,84.9959945678711,60.68888854980469,82.5260009765625,0.4718126058578491,84.83333587646484,0.0,100.0,0.0
20,0.44934124234692213,85.2459945678711,60.20000076293945,82.86199951171875,0.5489806528662292,82.5,0.0,100.0,0.0
21,0.43729710838069086,85.55400085449219,60.333335876464844,83.12200164794922,0.5028733329873689,84.52222442626953,0.0,100.0,0.0
22,0.42723512184589413,86.11199951171875,59.82222366333008,83.81999969482422,0.4843858073295002,84.46666717529297,0.0,100.0,0.0
23,0.41661885521753367,86.29399871826172,59.977779388427734,83.93999481201172,0.5756795922635307,82.70000457763672,0.0,100.0,0.0
24,0.41050364976496345,86.40799713134766,61.0444450378418,83.91799926757812,0.4765884276007263,84.83333587646484,1.9938005206144063e-09,100.0,0.0
25,0.4036953504890432,86.79199981689453,60.11111068725586,84.50599670410156,0.46125300312545936,85.32221984863281,1.7052371408505077e-10,100.0,0.0
26,0.39675953759409277,87.15399932861328,60.71111297607422,84.68000030517578,0.5251410125007092,83.76667022705078,7.083275437240368e-10,100.0,0.0
27,0.38503268361091614,87.41400146484375,61.77777862548828,84.79399871826172,0.4868975069741128,84.82221984863281,0.0,100.0,0.0
28,0.3773776422376218,87.73400115966797,61.35555648803711,85.22599792480469,0.5204405146585384,83.82221984863281,4.722188962237134e-10,100.0,0.0
29,0.3730250247527876,87.73799896240234,60.20000076293945,85.42599487304688,0.4944048309829873,84.64444732666016,7.870329114557791e-11,100.0,0.0
30,0.3650880184624811,88.1719970703125,60.866668701171875,85.72200012207031,0.4574302078132898,85.70000457763672,1.6092539481014267e-06,100.0,0.0
31,0.3571080070017549,88.3759994506836,60.400001525878906,86.0719985961914,0.5428162317880443,83.70000457763672,3.775362482427557e-07,100.0,0.0
32,0.3563368477860985,88.56800079345703,60.53333282470703,86.2239990234375,0.47710883155675,85.76667022705078,1.1871846270447847e-07,100.0,0.0
33,0.3506854375076416,88.4959945678711,60.53333282470703,86.0979995727539,0.4861214049685169,85.76667022705078,3.932064716319076e-05,100.0,0.0
34,0.3443847284521288,88.73799896240234,59.66666793823242,86.53799438476562,0.5044959959849505,85.20000457763672,3.3336247306276797e-06,100.0,0.0
35,0.3396379332941816,88.76799774169922,61.622222900390625,86.22999572753906,0.4305328514794229,87.05555725097656,8.982348310357185e-06,100.0,0.0
36,0.32897583294250166,89.39799499511719,61.66666793823242,86.92399597167969,0.5177637913697203,84.87777709960938,1.6658852826152802e-09,100.0,0.0
37,0.32867074824507586,89.22999572753906,59.511112213134766,87.08399963378906,0.45590211115252804,86.34444427490234,1.2592513370074778e-09,100.0,0.0
38,0.3232355852947211,89.44200134277344,60.22222137451172,87.13199615478516,0.48144713946631257,86.0111083984375,2.0987548553523898e-10,100.0,0.0
39,0.3156615478532089,89.73199462890625,61.155555725097656,87.2439956665039,0.4883566032832777,85.9000015258789,0.0,100.0,0.0
40,0.31392680992708183,89.70600128173828,61.35555648803711,87.16799926757812,0.46890380034144497,85.80000305175781,0.0,100.0,0.0
41,0.30867876844180514,90.16400146484375,62.77777862548828,87.40999603271484,0.5189907059703075,85.0,4.774659596490919e-09,100.0,0.0
42,0.3028217564763315,90.14399719238281,61.68888854980469,87.5719985961914,0.4647675844984995,86.4888916015625,2.6512335070687603e-08,100.0,0.0
43,0.3035479961987347,90.16199493408203,60.911109924316406,87.75199890136719,0.432517162301171,87.31111145019531,3.063537872835023e-07,100.0,0.0
44,0.2998470767303501,90.3219985961914,60.511112213134766,87.9959945678711,0.6338503486673597,82.86666870117188,3.0450596855292437e-07,100.0,0.0
45,0.29994284424483014,90.36399841308594,61.511112213134766,87.88999938964844,0.49401710654648257,85.85556030273438,1.1837895713137139e-07,100.0,0.0
46,0.2882691396929114,90.68199920654297,61.02222442626953,88.2959976196289,0.4752336324940265,86.0777816772461,7.110606334973153e-07,100.0,0.0
47,0.28952685669255074,90.7179946899414,61.622222900390625,88.21399688720703,0.49776373425839654,86.0888900756836,5.2858845505474625e-06,100.0,0.0
48,0.2865337513749252,90.7760009765625,61.911109924316406,88.1719970703125,0.47502415952548177,86.45555877685547,5.792150918048563e-08,100.0,0.0
49,0.2838100416161825,90.85199737548828,60.93333435058594,88.40399932861328,0.45626327122600985,86.4888916015625,5.820301431737047e-08,100.0,0.0
50,0.2853913418091167,90.84600067138672,61.02222442626953,88.4219970703125,0.4624302542545426,86.4888916015625,4.51163846188477e-07,100.0,0.0
51,0.2786013125382421,91.00999450683594,60.400001525878906,88.68000030517578,0.48179054071365945,85.95555877685547,1.3338813461596658e-07,100.0,0.0
52,0.2752932358504561,91.23199462890625,61.20000076293945,88.77799987792969,0.4659201135517846,86.75555419921875,2.8453696015302785e-07,100.0,0.0
53,0.2801062788271233,90.9219970703125,61.11111068725586,88.44200134277344,0.5351517840590275,85.03333282470703,7.582936898429447e-08,100.0,0.0
54,0.2764776612029356,91.16999816894531,61.06666564941406,88.73400115966797,0.4688934776144968,86.5999984741211,5.727944080861971e-07,100.0,0.0
55,0.268422789319092,91.41400146484375,61.42222213745117,88.90599822998047,0.45361293936279456,87.27777862548828,4.373638296488986e-05,100.0,0.0
56,0.26715989757681746,91.39799499511719,61.79999923706055,88.80599975585938,0.43294201581410957,87.24444580078125,4.1721553226496734e-05,100.0,0.0
57,0.26533066561383667,91.48400115966797,61.64444351196289,89.00199890136719,0.5007102078115436,85.77777862548828,2.9106861574344132e-08,100.0,0.0
58,0.2653696849904097,91.39199829101562,60.88888931274414,88.97799682617188,0.4385921304494562,87.30000305175781,1.9523499727064275e-06,100.0,0.0
59,0.2688348955662964,91.45199584960938,60.733333587646484,89.10799407958984,0.47480973118627573,86.67778015136719,8.329194257948727e-06,100.0,0.0
60,0.25762362898234514,91.79000091552734,61.13333511352539,89.39599609375,0.4900487378029756,86.26667022705078,1.6907773766100766e-06,100.0,0.0
61,0.2603112380103687,91.60399627685547,62.088890075683594,88.9939956665039,0.4491769161442636,87.44444274902344,6.087663364205198e-06,100.0,0.0
62,0.2619228678591111,91.63199615478516,62.0,89.05599975585938,0.5128548735044371,85.4888916015625,6.18786565943262e-05,100.0,0.0
63,0.25309863518875886,91.93000030517578,62.64444351196289,89.20800018310547,0.43853475720110074,87.5888900756836,3.308506805130402e-05,100.0,0.0
64,0.2550888336680429,91.80599975585938,61.511112213134766,89.30999755859375,0.47917530129493124,86.3888931274414,0.00011857838424629348,100.0,0.0
65,0.25575889420250186,91.69999694824219,61.088890075683594,89.25599670410156,0.4593408775161689,86.9888916015625,4.7103518444998025e-05,100.0,0.0
66,0.2574559243400688,91.70800018310547,61.24444580078125,89.29999542236328,0.44916846718586667,87.43333435058594,1.533770234384295e-05,100.0,0.0
67,0.2561484717328073,91.73199462890625,61.20000076293945,89.28199768066406,0.48039168182393194,86.94444274902344,0.0038908036183041166,99.96666717529297,0.03333333507180214
68,0.2511628721947865,91.97799682617188,61.53333282470703,89.44999694824219,0.470875127214781,86.80000305175781,1.542548855942302e-05,100.0,0.0
69,0.25106116441433385,91.99800109863281,61.155555725097656,89.50199890136719,0.48478455274877413,86.83333587646484,7.1110463471688466e-06,100.0,0.0
70,0.2586757593676257,91.6240005493164,59.55555725097656,89.46199798583984,0.44947291679785284,87.37777709960938,3.728735951164042e-06,100.0,0.0
71,0.25301356987117807,91.87999725341797,60.46666717529297,89.57599639892578,0.4729006678705484,86.31111145019531,7.592681003457778e-06,100.0,0.0
72,0.24174257308778252,92.1780014038086,62.088890075683594,89.54199981689453,0.45514532860735774,87.80000305175781,8.869272950502344e-07,100.0,0.0
73,0.24402515523497711,92.12999725341797,62.42222213745117,89.447998046875,0.4725026018182996,87.12222290039062,7.6205891109822635e-06,100.0,0.0
74,0.24641769627094878,92.18000030517578,61.77777862548828,89.65599822998047,0.49440377237091604,86.0888900756836,2.8284719186379167e-05,100.0,0.0
75,0.24827335992127733,92.09600067138672,61.844444274902344,89.58200073242188,0.44117945705501127,87.52222442626953,1.5111378186856212e-05,100.0,0.0
76,0.24694801453510515,92.10199737548828,61.0,89.7239990234375,0.48175968082857806,86.5,9.907014032251027e-06,100.0,0.0
77,0.2395636480482643,92.41799926757812,62.488887786865234,89.7719955444336,0.47663947394196415,86.74444580078125,9.254038117509942e-06,100.0,0.0
78,0.24532503489871768,92.21399688720703,61.31111145019531,89.7760009765625,0.4984409422941611,86.5888900756836,9.333985216356486e-05,100.0,0.0
79,0.23888401904374437,92.41400146484375,63.0,89.66799926757812,0.45374589717723957,87.14444732666016,4.192194865026977e-06,100.0,0.0
80,0.235125019955818,92.49800109863281,62.24444580078125,89.86399841308594,0.48725927631619953,86.53333282470703,2.539097642549908e-06,100.0,0.0
81,0.23905657449036913,92.31599426269531,61.755558013916016,89.77999877929688,0.45578092630480377,87.5111083984375,0.00022006865744938104,100.0,0.0
82,0.24073651781701066,92.28399658203125,60.77777862548828,89.90799713134766,0.4761566032826061,86.12222290039062,5.378445515637229e-06,100.0,0.0
83,0.2343809969361176,92.55599975585938,61.17778015136719,90.10399627685547,0.509188239423322,86.45555877685547,0.0001922698594542863,100.0,0.0
84,0.2324257052463034,92.62799835205078,62.866668701171875,89.9000015258789,0.43023350792871395,88.03333282470703,2.8761355206946792e-06,100.0,0.0
85,0.2305811408268826,92.5999984741211,61.911109924316406,90.0260009765625,0.5075609251646929,86.31111145019531,3.056092405323641e-05,100.0,0.0
86,0.23474244902963223,92.54000091552734,62.60000228881836,89.83799743652344,0.47996031482454754,86.72222137451172,3.9927989567165155e-05,100.0,0.0
87,0.23331930797042139,92.55199432373047,63.0,89.7959976196289,0.46774667501449585,87.25555419921875,2.277225996269254e-05,100.0,0.0
88,0.23180593453023746,92.57799530029297,62.488887786865234,89.95600128173828,0.46289838556672486,87.20000457763672,4.545104960489995e-06,100.0,0.0
89,0.2354195662928969,92.5459976196289,63.24444580078125,89.74199676513672,0.4846705070263903,86.62222290039062,1.1570410715392708e-05,100.0,0.0
90,0.2324503085687947,92.5479965209961,62.22222137451172,89.90799713134766,0.490242514811771,86.9000015258789,8.610038967675228e-05,100.0,0.0
